ep_title_formatted,BAREIL,BASHIR,COMPUTER,DAMAR,DAX,DUKAT,EDDINGTON,EZRI,GARAK,JAKE,KASIDY,KEIKO,KIRA,MARTOK,NOG,O'BRIEN,ODO,QUARK,ROM,SISKO,VIC,WEYOUN,WINN,WORF,ZEK,index_x,airdate,ep_name,number,rating,season,index_y
theassignment,0.0,47.0,19.0,0.0,27.0,0.0,0.0,0.0,0.0,8.0,0.0,166.0,0.0,0.0,0.0,250.0,35.0,32.0,97.0,29.0,0.0,0.0,0.0,5.0,0.0,101.0,28 Oct. 1996,The Assignment,5,7.2,5,101
trialsandtribbleations,0.0,68.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,69.0,56.0,0.0,0.0,129.0,0.0,0.0,0.0,36.0,0.0,102.0,4 Nov. 1996,Trials and Tribble-ations,6,9.3,5,102
lethewhoiswithoutsin,0.0,50.0,0.0,0.0,173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,69.0,0.0,21.0,0.0,0.0,0.0,155.0,0.0,103.0,11 Nov. 1996,Let He Who Is Without Sin...,7,5.4,5,103
thingspast,0.0,26.0,2.0,0.0,42.0,31.0,0.0,0.0,85.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,117.0,29.0,0.0,89.0,0.0,0.0,0.0,17.0,0.0,104.0,18 Nov. 1996,Things Past,8,7.5,5,104
theascent,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,3.0,0.0,87.0,5.0,222.0,266.0,45.0,59.0,0.0,0.0,0.0,1.0,0.0,105.0,25 Nov. 1996,The Ascent,9,7.4,5,105
rapture,0.0,41.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,24.0,33.0,0.0,88.0,0.0,0.0,6.0,13.0,33.0,0.0,190.0,0.0,0.0,67.0,19.0,0.0,106.0,30 Dec. 1996,Rapture,10,7.3,5,106
thedarknessandthelight,0.0,22.0,6.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.0,0.0,12.0,7.0,72.0,4.0,0.0,28.0,0.0,0.0,0.0,19.0,0.0,107.0,6 Jan. 1997,The Darkness and the Light,11,6.9,5,107
thebegotten,0.0,42.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,37.0,0.0,0.0,25.0,225.0,38.0,0.0,25.0,0.0,0.0,0.0,2.0,0.0,108.0,27 Jan. 1997,The Begotten,12,7.7,5,108
fortheuniform,0.0,0.0,0.0,0.0,95.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,37.0,30.0,34.0,0.0,0.0,277.0,0.0,0.0,0.0,41.0,0.0,109.0,3 Feb. 1997,For the Uniform,13,7.8,5,109
inpurgatorysshadow,0.0,37.0,0.0,0.0,46.0,65.0,0.0,0.0,178.0,0.0,0.0,0.0,58.0,28.0,0.0,19.0,22.0,7.0,0.0,55.0,0.0,0.0,0.0,51.0,0.0,110.0,10 Feb. 1997,In Purgatory's Shadow,14,8.8,5,110
byinfernoslight,0.0,70.0,2.0,0.0,33.0,54.0,0.0,0.0,58.0,0.0,0.0,0.0,55.0,37.0,0.0,51.0,0.0,10.0,0.0,83.0,0.0,0.0,0.0,35.0,0.0,111.0,17 Feb. 1997,By Inferno's Light,15,8.8,5,111
doctorbashiripresume,0.0,174.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,59.0,7.0,30.0,30.0,34.0,0.0,0.0,0.0,2.0,0.0,112.0,24 Feb. 1997,"Doctor Bashir, I Presume?",16,7.8,5,112
asimpleinvestigation,0.0,47.0,1.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,16.0,235.0,6.0,0.0,10.0,0.0,0.0,0.0,7.0,0.0,113.0,31 Mar. 1997,A Simple Investigation,17,6.6,5,113
businessasusual,0.0,18.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,9.0,0.0,0.0,79.0,11.0,214.0,0.0,36.0,0.0,0.0,0.0,9.0,0.0,114.0,7 Apr. 1997,Business as Usual,18,7.3,5,114
tiesofbloodandwater,0.0,41.0,0.0,0.0,9.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,191.0,0.0,0.0,7.0,14.0,10.0,0.0,56.0,0.0,23.0,0.0,6.0,0.0,115.0,14 Apr. 1997,Ties of Blood and Water,19,7.2,5,115
ferengilovesongs,0.0,2.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,23.0,7.0,256.0,80.0,8.0,0.0,0.0,0.0,6.0,136.0,116.0,21 Apr. 1997,Ferengi Love Songs,20,6.6,5,116
soldiersoftheempire,0.0,23.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,146.0,9.0,15.0,6.0,0.0,0.0,12.0,0.0,0.0,0.0,143.0,0.0,117.0,28 Apr. 1997,Soldiers of the Empire,21,7.6,5,117
childrenoftime,0.0,31.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,44.0,67.0,4.0,0.0,75.0,0.0,0.0,0.0,37.0,0.0,118.0,5 May 1997,Children of Time,22,7.9,5,118
blazeofglory,0.0,5.0,5.0,0.0,16.0,0.0,275.0,0.0,0.0,30.0,0.0,0.0,16.0,29.0,65.0,4.0,8.0,21.0,0.0,235.0,0.0,0.0,0.0,2.0,0.0,119.0,12 May 1997,Blaze of Glory,23,7.6,5,119
empoknor,0.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,195.0,0.0,0.0,0.0,1.0,0.0,48.0,198.0,3.0,10.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,120.0,19 May 1997,Empok Nor,24,7.7,5,120
inthecards,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,0.0,0.0,4.0,0.0,154.0,22.0,8.0,47.0,0.0,58.0,0.0,39.0,49.0,2.0,0.0,121.0,9 Jun. 1997,In the Cards,25,7.8,5,121
calltoarms,0.0,10.0,3.0,7.0,65.0,33.0,0.0,0.0,30.0,34.0,0.0,0.0,57.0,8.0,22.0,32.0,27.0,27.0,79.0,146.0,0.0,53.0,0.0,28.0,0.0,122.0,16 Jun. 1997,Call to Arms,26,9.0,5,122
atimetostand,0.0,47.0,0.0,5.0,75.0,48.0,0.0,0.0,63.0,17.0,0.0,0.0,69.0,11.0,36.0,49.0,30.0,28.0,0.0,119.0,0.0,74.0,0.0,8.0,0.0,123.0,29 Sep. 1997,A Time to Stand,1,8.5,6,123
rocksandshoals,0.0,25.0,2.0,0.0,16.0,0.0,0.0,0.0,35.0,19.0,0.0,0.0,44.0,0.0,14.0,29.0,21.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,124.0,6 Oct. 1997,Rocks and Shoals,2,8.6,6,124
sonsanddaughters,0.0,3.0,0.0,6.0,14.0,48.0,0.0,0.0,0.0,13.0,0.0,0.0,53.0,133.0,0.0,3.0,5.0,6.0,0.0,6.0,0.0,0.0,0.0,105.0,0.0,125.0,13 Oct. 1997,Sons and Daughters,3,6.9,6,125
behindthelines,0.0,5.0,2.0,26.0,18.0,12.0,0.0,0.0,0.0,6.0,0.0,0.0,129.0,0.0,9.0,9.0,113.0,44.0,33.0,54.0,0.0,20.0,0.0,8.0,0.0,126.0,20 Oct. 1997,Behind the Lines,4,7.9,6,126
favorthebold,0.0,10.0,0.0,50.0,36.0,65.0,0.0,0.0,15.0,9.0,0.0,0.0,69.0,6.0,21.0,35.0,37.0,64.0,27.0,54.0,0.0,68.0,0.0,15.0,0.0,127.0,27 Oct. 1997,Favor the Bold,5,8.5,6,127
sacrificeofangels,0.0,13.0,5.0,71.0,19.0,107.0,0.0,0.0,15.0,12.0,0.0,0.0,42.0,1.0,20.0,29.0,29.0,39.0,26.0,108.0,0.0,50.0,0.0,3.0,0.0,128.0,3 Nov. 1997,Sacrifice of Angels,6,8.9,6,128
youarecordiallyinvited,0.0,32.0,0.0,0.0,125.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,37.0,66.0,1.0,22.0,10.0,38.0,2.0,50.0,0.0,0.0,0.0,84.0,0.0,129.0,10 Nov. 1997,You Are Cordially Invited...,7,7.4,6,129
resurrection,219.0,13.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,0.0,0.0,2.0,3.0,54.0,0.0,17.0,0.0,0.0,0.0,9.0,0.0,130.0,17 Nov. 1997,Resurrection,8,5.7,6,130
statisticalprobabilities,0.0,285.0,0.0,28.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,82.0,7.0,18.0,0.0,39.0,0.0,22.0,0.0,5.0,0.0,131.0,24 Nov. 1997,Statistical Probabilities,9,7.7,6,131
themagnificentferengi,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,84.0,4.0,6.0,252.0,121.0,7.0,0.0,0.0,0.0,0.0,0.0,132.0,1 Jan. 1998,The Magnificent Ferengi,10,8.0,6,132
waltz,0.0,8.0,0.0,15.0,18.0,262.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,16.0,4.0,0.0,0.0,129.0,0.0,15.0,0.0,14.0,0.0,133.0,8 Jan. 1998,Waltz,11,7.8,6,133
whomournsformorn,0.0,13.0,1.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,20.0,70.0,342.0,0.0,8.0,0.0,0.0,0.0,6.0,0.0,134.0,4 Feb. 1998,Who Mourns for Morn?,12,7.6,6,134
farbeyondthestars,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,16.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,1.0,0.0,135.0,11 Feb. 1998,Far Beyond the Stars,13,8.8,6,135
onelittleship,0.0,81.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,23.0,119.0,3.0,2.0,0.0,70.0,0.0,0.0,0.0,27.0,0.0,136.0,18 Feb. 1998,One Little Ship,14,7.6,6,136
honoramongthieves,0.0,18.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,191.0,4.0,9.0,0.0,10.0,0.0,0.0,0.0,2.0,0.0,137.0,25 Feb. 1998,Honor Among Thieves,15,7.3,6,137
changeofheart,0.0,68.0,0.0,0.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,72.0,0.0,62.0,0.0,16.0,0.0,0.0,0.0,159.0,0.0,138.0,4 Mar. 1998,Change of Heart,16,7.0,6,138
wrongsdarkerthandeathornight,0.0,8.0,3.0,0.0,21.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0,0.0,0.0,7.0,12.0,4.0,0.0,20.0,0.0,0.0,0.0,6.0,0.0,139.0,1 Apr. 1998,Wrongs Darker Than Death or Night,17,6.8,6,139
inquisition,0.0,237.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,27.0,21.0,2.0,0.0,56.0,0.0,41.0,0.0,2.0,0.0,140.0,8 Apr. 1998,Inquisition,18,8.2,6,140
inthepalemoonlight,0.0,22.0,1.0,11.0,37.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,12.0,19.0,0.0,245.0,0.0,20.0,0.0,12.0,0.0,141.0,15 Apr. 1998,In the Pale Moonlight,19,9.3,6,141
hisway,0.0,42.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,0.0,13.0,171.0,32.0,0.0,4.0,232.0,0.0,0.0,4.0,0.0,142.0,22 Apr. 1998,His Way,20,7.5,6,142
thereckoning,0.0,21.0,1.0,0.0,74.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,88.0,0.0,0.0,0.0,49.0,8.0,0.0,204.0,0.0,0.0,92.0,20.0,0.0,143.0,29 Apr. 1998,The Reckoning,21,7.2,6,143
valiant,0.0,3.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,103.0,0.0,0.0,5.0,0.0,138.0,0.0,8.0,25.0,0.0,7.0,0.0,0.0,0.0,3.0,0.0,144.0,6 May 1998,Valiant,22,7.0,6,144
profitandlace,0.0,9.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,28.0,0.0,7.0,282.0,86.0,2.0,0.0,0.0,0.0,2.0,111.0,145.0,13 May 1998,Profit and Lace,23,5.7,6,145
timesorphan,0.0,45.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,18.0,0.0,0.0,200.0,19.0,5.0,0.0,8.0,0.0,0.0,0.0,59.0,0.0,146.0,20 May 1998,Time's Orphan,24,6.3,6,146
thesoundofhervoice,0.0,85.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,31.0,37.0,0.0,11.0,0.0,0.0,81.0,49.0,111.0,0.0,90.0,0.0,0.0,0.0,18.0,0.0,147.0,10 Jun. 1998,The Sound of Her Voice,25,7.5,6,147
tearsoftheprophets,0.0,32.0,0.0,30.0,37.0,45.0,0.0,0.0,7.0,21.0,0.0,0.0,53.0,31.0,8.0,26.0,30.0,12.0,0.0,89.0,18.0,31.0,0.0,23.0,0.0,148.0,17 Jun. 1998,Tears of the Prophets,26,8.3,6,148
imageinthesand,0.0,47.0,0.0,15.0,0.0,0.0,0.0,5.0,0.0,34.0,0.0,0.0,76.0,8.0,6.0,59.0,25.0,32.0,0.0,91.0,23.0,17.0,0.0,25.0,0.0,149.0,30 Sep. 1998,Image in the Sand,1,7.6,7,149
shadowsandsymbols,0.0,17.0,0.0,13.0,0.0,0.0,0.0,122.0,0.0,29.0,0.0,0.0,71.0,23.0,0.0,26.0,26.0,53.0,0.0,76.0,0.0,12.0,0.0,44.0,0.0,150.0,7 Oct. 1998,Shadows and Symbols,2,7.9,7,150
afterimage,0.0,55.0,0.0,0.0,0.0,0.0,0.0,253.0,150.0,1.0,0.0,0.0,6.0,0.0,0.0,15.0,13.0,38.0,0.0,96.0,0.0,0.0,0.0,38.0,0.0,151.0,14 Oct. 1998,Afterimage,3,7.2,7,151
takemeouttotheholosuite,0.0,33.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,14.0,58.0,0.0,25.0,0.0,34.0,53.0,47.0,26.0,50.0,249.0,0.0,0.0,0.0,19.0,0.0,152.0,21 Oct. 1998,Take Me Out to the Holosuite,4,7.4,7,152
chrysalis,0.0,296.0,2.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,5.0,0.0,11.0,52.0,4.0,8.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,153.0,28 Oct. 1998,Chrysalis,5,7.1,7,153
treacheryfaithandthegreatriver,0.0,10.0,0.0,48.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,39.0,11.0,70.0,98.0,128.0,5.0,8.0,22.0,0.0,156.0,0.0,8.0,0.0,154.0,2 Nov. 1998,"Treachery, Faith, and the Great River",6,8.2,7,154
oncemoreuntothebreach,0.0,12.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,4.0,0.0,0.0,11.0,165.0,0.0,6.0,3.0,32.0,0.0,8.0,0.0,0.0,0.0,79.0,0.0,155.0,11 Nov. 1998,Once More Unto the Breach,7,7.6,7,155
thesiegeofar558,0.0,40.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,5.0,0.0,58.0,3.0,3.0,79.0,11.0,121.0,25.0,0.0,0.0,22.0,0.0,156.0,18 Nov. 1998,The Siege of AR-558,8,8.7,7,156
covenant,0.0,6.0,0.0,0.0,0.0,181.0,0.0,6.0,0.0,0.0,0.0,0.0,178.0,0.0,0.0,6.0,28.0,2.0,0.0,6.0,0.0,0.0,0.0,4.0,0.0,157.0,25 Nov. 1998,Covenant,9,6.6,7,157
itsonlyapapermoon,0.0,13.0,3.0,0.0,0.0,0.0,0.0,89.0,0.0,35.0,0.0,0.0,4.0,0.0,232.0,13.0,1.0,6.0,17.0,15.0,219.0,0.0,0.0,0.0,0.0,158.0,30 Dec. 1998,It's Only a Paper Moon,10,8.1,7,158
prodigaldaughter,0.0,29.0,0.0,0.0,0.0,0.0,0.0,242.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,83.0,5.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,159.0,6 Jan. 1999,Prodigal Daughter,11,6.3,7,159
theemperorsnewcloak,0.0,26.0,0.0,0.0,0.0,0.0,0.0,96.0,47.0,0.0,0.0,0.0,58.0,7.0,0.0,33.0,7.0,183.0,134.0,8.0,3.0,0.0,0.0,45.0,57.0,160.0,3 Feb. 1999,The Emperor's New Cloak,12,6.3,7,160
fieldoffire,0.0,64.0,5.0,0.0,0.0,0.0,0.0,265.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,55.0,50.0,6.0,0.0,41.0,0.0,0.0,0.0,15.0,0.0,161.0,10 Feb. 1999,Field of Fire,13,6.6,7,161
chimera,0.0,10.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,39.0,229.0,25.0,0.0,31.0,0.0,0.0,0.0,9.0,0.0,162.0,17 Feb. 1999,Chimera,14,7.2,7,162
baddabingbaddabang,0.0,70.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,67.0,0.0,52.0,0.0,29.0,58.0,29.0,2.0,0.0,55.0,157.0,0.0,0.0,4.0,0.0,163.0,24 Feb. 1999,"Badda-Bing, Badda-Bang",15,7.6,7,163
interarmaenimsilentleges,0.0,228.0,0.0,0.0,0.0,0.0,0.0,3.0,21.0,0.0,0.0,0.0,13.0,0.0,0.0,4.0,4.0,0.0,0.0,20.0,0.0,0.0,0.0,3.0,0.0,164.0,3 Mar. 1999,Inter Arma Enim Silent Leges,16,8.3,7,164
penumbra,0.0,10.0,11.0,40.0,0.0,13.0,0.0,140.0,0.0,13.0,51.0,0.0,12.0,0.0,0.0,7.0,2.0,14.0,0.0,117.0,0.0,43.0,0.0,92.0,0.0,165.0,7 Apr. 1999,Penumbra,17,7.5,7,165
tildeathdouspart,0.0,2.0,0.0,16.0,0.0,70.0,0.0,91.0,0.0,7.0,20.0,0.0,25.0,0.0,1.0,3.0,4.0,8.0,0.0,70.0,0.0,38.0,101.0,60.0,0.0,166.0,14 Apr. 1999,'Til Death Do Us Part,18,7.6,7,166
strangebedfellows,0.0,9.0,0.0,67.0,0.0,61.0,0.0,73.0,0.0,0.0,14.0,0.0,19.0,21.0,0.0,8.0,2.0,6.0,0.0,24.0,0.0,93.0,118.0,47.0,0.0,167.0,21 Apr. 1999,Strange Bedfellows,19,7.8,7,167
thechangingfaceofevil,0.0,32.0,0.0,69.0,0.0,77.0,0.0,26.0,0.0,0.0,40.0,0.0,22.0,9.0,14.0,38.0,4.0,8.0,0.0,65.0,0.0,67.0,79.0,27.0,0.0,168.0,28 Apr. 1999,The Changing Face of Evil,20,8.4,7,168
whenitrains,0.0,135.0,0.0,18.0,0.0,31.0,0.0,16.0,28.0,0.0,0.0,0.0,62.0,35.0,0.0,58.0,44.0,9.0,0.0,43.0,0.0,0.0,37.0,10.0,0.0,169.0,5 May 1999,When It Rains...,21,8.1,7,169
tackingintothewind,0.0,39.0,0.0,25.0,0.0,0.0,0.0,22.0,72.0,0.0,0.0,0.0,103.0,30.0,0.0,30.0,39.0,0.0,0.0,27.0,0.0,12.0,0.0,60.0,0.0,170.0,12 May 1999,Tacking Into the Wind,22,8.7,7,170
extrememeasures,0.0,277.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,16.0,0.0,0.0,187.0,29.0,0.0,0.0,34.0,0.0,0.0,0.0,3.0,0.0,171.0,19 May 1999,Extreme Measures,23,7.5,7,171
thedogsofwar,0.0,57.0,1.0,40.0,0.0,0.0,0.0,34.0,32.0,0.0,17.0,0.0,41.0,6.0,3.0,11.0,18.0,131.0,36.0,46.0,0.0,15.0,0.0,2.0,46.0,172.0,26 May 1999,The Dogs of War,24,8.2,7,172
whatyouleavebehind,0.0,72.0,3.0,31.0,0.0,64.0,0.0,44.0,82.0,11.0,39.0,10.0,89.0,32.0,26.0,60.0,79.0,59.0,0.0,126.0,31.0,65.0,49.0,28.0,0.0,173.0,2 Jun. 1999,What You Leave Behind,25,8.8,7,173
